Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
SIMS URBAN OASIS,"800,000",441.32,"1,813",Jun-22,SIMS DRIVE,Resale,Strata,41,"19,512",-,Condominium,1,99 yrs lease commencing from 2014,14,Rest of Central Region,11 to 15
THE LUXURIE,"1,390,000","1,054.87","1,318",Jun-22,COMPASSVALE ROAD,Resale,Strata,98,"14,184",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,06 to 10
MELVILLE PARK,"845,000","1,076.4",785,Jun-22,SIMEI STREET 1,Resale,Strata,100,"8,450",-,Condominium,1,99 yrs lease commencing from 1992,18,Outside Central Region,01 to 05
MORI,"1,792,000",990.29,"1,810",Jun-22,GUILLEMARD ROAD,New Sale,Strata,92,"19,478",-,Apartment,1,Freehold,14,Rest of Central Region,06 to 10
RIVERSAILS,"1,060,000",882.65,"1,201",Jun-22,UPPER SERANGOON CRESCENT,Resale,Strata,82,"12,927",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,11 to 15
SCOTTS 28,"3,730,000","1,636.13","2,280",Jun-22,SCOTTS ROAD,Resale,Strata,152,"24,539",-,Condominium,1,Freehold,09,Core Central Region,06 to 10
SUITES @ TOPAZ,"1,265,000","1,151.75","1,098",Jun-22,TOPAZ ROAD,Resale,Strata,107,"11,822",-,Apartment,1,Freehold,12,Rest of Central Region,01 to 05
SHERWOOD TOWER,"1,450,000","1,539.25",942,Jun-22,JALAN ANAK BUKIT,Resale,Strata,143,"10,140",-,Apartment,1,99 yrs lease commencing from 1976,21,Rest of Central Region,21 to 25
LEEDON GREEN,"1,867,000",710.42,"2,628",Jun-22,LEEDON HEIGHTS,New Sale,Strata,66,"28,288",-,Condominium,1,Freehold,10,Core Central Region,06 to 10
PERFECT TEN,"3,528,988","1,227.1","2,876",Jun-22,BUKIT TIMAH ROAD,New Sale,Strata,114,"30,956",-,Apartment,1,Freehold,10,Core Central Region,06 to 10
QUESTA @ DUNMAN,"715,000",430.56,"1,661",Jun-22,DUNMAN ROAD,Resale,Strata,40,"17,875",-,Apartment,1,Freehold,15,Rest of Central Region,06 to 10
STARVILLE,"750,000",581.26,"1,290",Jun-22,LENGKONG TIGA,Resale,Strata,54,"13,889",-,Condominium,1,Freehold,14,Outside Central Region,06 to 10
ASTOR GREEN,"1,750,000","1,377.79","1,270",Jun-22,PINE GROVE,Resale,Strata,128,"13,672",-,Condominium,1,99 yrs lease commencing from 1991,21,Rest of Central Region,01 to 05
LIVIA,"980,000",914.94,"1,071",Jun-22,PASIR RIS GROVE,Resale,Strata,85,"11,529",-,Condominium,1,99 yrs lease commencing from 2008,18,Outside Central Region,11 to 15
SEVENTY SAINT PATRICK'S,"2,050,000",936.47,"2,189",Jun-22,ST. PATRICK'S ROAD,Resale,Strata,87,"23,563",-,Condominium,1,Freehold,15,Outside Central Region,01 to 05
THE POIZ RESIDENCES,"4,900,000","3,799.69","1,290",Jun-22,MEYAPPA CHETTIAR ROAD,Resale,Strata,353,"13,881",-,Apartment,1,99 yrs lease commencing from 2014,13,Rest of Central Region,16 to 20
CUSCADEN RESERVE,"4,452,000","1,162.51","3,830",Jun-22,CUSCADEN ROAD,New Sale,Strata,108,"41,222",-,Condominium,1,99 yrs lease commencing from 2018,10,Core Central Region,26 to 30
PHOENIX RESIDENCES,"1,183,447",721.19,"1,641",Jun-22,PHOENIX AVENUE,New Sale,Strata,67,"17,663",-,Apartment,1,99 yrs lease commencing from 2019,23,Outside Central Region,01 to 05
SKY HABITAT,"1,800,000","1,323.97","1,360",Jun-22,BISHAN STREET 15,Resale,Strata,123,"14,634",-,Condominium,1,99 yrs lease commencing from 2011,20,Rest of Central Region,01 to 05
CASA AERATA,"1,200,000",968.76,"1,239",Jun-22,LORONG 26 GEYLANG,Resale,Strata,90,"13,333",-,Apartment,1,Freehold,14,Rest of Central Region,01 to 05
THE MEYERISE,"4,300,000","2,055.92","2,092",Jun-22,MEYER ROAD,Resale,Strata,191,"22,513",-,Condominium,1,Freehold,15,Rest of Central Region,06 to 10
THE FLORENCE RESIDENCES,"2,592,000","1,463.9","1,771",Jun-22,HOUGANG AVENUE 2,New Sale,Strata,136,"19,059",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,16 to 20
GARDENVILLE,"3,500,000","1,819.12","1,924",Jun-22,WALSHE ROAD,Resale,Strata,169,"20,710",-,Condominium,1,Freehold,10,Core Central Region,01 to 05
SIMS URBAN OASIS,"790,000",441.32,"1,790",Jun-22,SIMS DRIVE,Resale,Strata,41,"19,268",-,Condominium,1,99 yrs lease commencing from 2014,14,Rest of Central Region,01 to 05
THE WATERSIDE,"4,270,000","2,432.66","1,755",Jun-22,TANJONG RHU ROAD,Resale,Strata,226,"18,894",-,Condominium,1,Freehold,15,Rest of Central Region,16 to 20
THE MONTANA,"1,550,000",775.01,"2,000",Jun-22,JALAN MUTIARA,Resale,Strata,72,"21,528",-,Apartment,1,Freehold,10,Core Central Region,06 to 10
EVELYN MANSIONS,"1,720,000",893.41,"1,925",Jun-22,EVELYN ROAD,Resale,Strata,83,"20,723",-,Apartment,1,Freehold,11,Core Central Region,06 to 10
THE GLADES,"1,310,888",871.88,"1,504",Jun-22,BEDOK RISE,Resale,Strata,81,"16,184",-,Condominium,1,99 yrs lease commencing from 2013,16,Outside Central Region,06 to 10
CASPIAN,"1,150,000",936.47,"1,228",Jun-22,LAKESIDE DRIVE,Resale,Strata,87,"13,218",-,Condominium,1,99 yrs lease commencing from 2008,22,Outside Central Region,06 to 10
THE INFLORA,"610,000",462.85,"1,318",Jun-22,FLORA DRIVE,Resale,Strata,43,"14,186",-,Condominium,1,99 yrs lease commencing from 2012,17,Outside Central Region,06 to 10
PARC MACKENZIE,"1,680,000","1,097.93","1,530",Jun-22,MACKENZIE ROAD,Resale,Strata,102,"16,471",-,Apartment,1,Freehold,09,Core Central Region,01 to 05
CAIRNHILL CREST,"2,670,000","1,205.57","2,215",Jun-22,CAIRNHILL CIRCLE,Resale,Strata,112,"23,839",-,Condominium,1,Freehold,09,Core Central Region,16 to 20
CUBIK,"1,450,000","1,022.58","1,418",Jun-22,LORONG K TELOK KURAU,Resale,Strata,95,"15,263",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
D'LEEDON,"1,190,000",635.08,"1,874",Jun-22,LEEDON HEIGHTS,Resale,Strata,59,"20,169",-,Condominium,1,99 yrs lease commencing from 2010,10,Core Central Region,31 to 35
THE SCALA,"1,465,000",893.41,"1,640",Jun-22,SERANGOON AVENUE 3,Resale,Strata,83,"17,651",-,Apartment,1,99 yrs lease commencing from 2010,19,Outside Central Region,01 to 05
PALM GROVE CONDOMINIUM,"1,980,000","1,496.2","1,323",Jun-22,PALM GROVE AVENUE,Resale,Strata,139,"14,245",-,Condominium,1,999 yrs lease commencing from 1878,19,Outside Central Region,01 to 05
J GATEWAY,"880,000",495.14,"1,777",Jun-22,GATEWAY DRIVE,Resale,Strata,46,"19,130",-,Condominium,1,99 yrs lease commencing from 2012,22,Outside Central Region,06 to 10
MARINA COLLECTION,"3,700,000","2,185.09","1,693",Jun-22,COVE DRIVE,Resale,Strata,203,"18,227",-,Condominium,1,99 yrs lease commencing from 2007,04,Core Central Region,01 to 05
FLORAVIEW,"915,000",828.83,"1,104",Jun-22,ANG MO KIO STREET 66,Resale,Strata,77,"11,883",-,Apartment,1,Freehold,20,Outside Central Region,01 to 05
THE MILTONIA RESIDENCES,"890,000",839.59,"1,060",Jun-22,MILTONIA CLOSE,Resale,Strata,78,"11,410",-,Condominium,1,99 yrs lease commencing from 2010,27,Outside Central Region,01 to 05
RIVER ISLES,"1,735,000","2,045.16",848,Jun-22,EDGEDALE PLAINS,Resale,Strata,190,"9,132",-,Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,16 to 20
FLORIDIAN,"1,750,000",839.59,"2,084",Jun-22,BUKIT TIMAH ROAD,Resale,Strata,78,"22,436",-,Condominium,1,Freehold,21,Rest of Central Region,01 to 05
STIRLING RESIDENCES,"1,650,000",764.24,"2,159",Jun-22,STIRLING ROAD,Sub Sale,Strata,71,"23,239",-,Apartment,1,99 yrs lease commencing from 2017,03,Rest of Central Region,36 to 40
THE WISTERIA,"1,100,000",968.76,"1,135",Jun-22,YISHUN RING ROAD,Resale,Strata,90,"12,222",-,Apartment,1,99 yrs lease commencing from 2015,27,Outside Central Region,01 to 05
THE HILLIER,"800,000",548.96,"1,457",Jun-22,HILLVIEW RISE,Resale,Strata,51,"15,686",-,Apartment,1,99 yrs lease commencing from 2011,23,Outside Central Region,16 to 20
PRINCIPAL GARDEN,"3,200,000","1,571.54","2,036",Jun-22,PRINCE CHARLES CRESCENT,Resale,Strata,146,"21,918",-,Condominium,1,99 yrs lease commencing from 2014,03,Rest of Central Region,11 to 15
EIGHT COURTYARDS,"630,000",452.09,"1,394",Jun-22,CANBERRA DRIVE,Resale,Strata,42,"15,000",-,Condominium,1,99 yrs lease commencing from 2010,27,Outside Central Region,01 to 05
THE LAURELS,"2,670,000","1,001.05","2,667",Jun-22,CAIRNHILL ROAD,Resale,Strata,93,"28,710",-,Condominium,1,Freehold,09,Core Central Region,06 to 10
ECO SANCTUARY,"1,480,000",990.29,"1,495",Jun-22,CHESTNUT AVENUE,Resale,Strata,92,"16,087",-,Condominium,1,99 yrs lease commencing from 2012,23,Outside Central Region,11 to 15
NIN RESIDENCE,"728,000",473.62,"1,537",Jun-22,PHENG GECK AVENUE,Resale,Strata,44,"16,545",-,Apartment,1,99 yrs lease commencing from 2010,13,Rest of Central Region,06 to 10
THOMSON THREE,"1,260,000",731.95,"1,721",Jun-22,BRIGHT HILL DRIVE,Resale,Strata,68,"18,529",-,Apartment,1,99 yrs lease commencing from 2012,20,Rest of Central Region,11 to 15
LA MEYER,"2,450,000","1,593.07","1,538",Jun-22,MEYER ROAD,Resale,Strata,148,"16,554",-,Condominium,1,Freehold,15,Rest of Central Region,01 to 05
THE BAYSHORE,"1,200,000","1,011.82","1,186",Jun-22,BAYSHORE ROAD,Resale,Strata,94,"12,766",-,Condominium,1,99 yrs lease commencing from 1993,16,Outside Central Region,26 to 30
RIVERFRONT RESIDENCES,"818,000",516.67,"1,583",Jun-22,HOUGANG AVENUE 7,Sub Sale,Strata,48,"17,042",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,01 to 05
LIVIA,"1,360,288","1,259.39","1,080",Jun-22,PASIR RIS GROVE,Resale,Strata,117,"11,626",-,Condominium,1,99 yrs lease commencing from 2008,18,Outside Central Region,06 to 10
UE SQUARE,"1,355,000",710.42,"1,907",Jun-22,RIVER VALLEY ROAD,Resale,Strata,66,"20,530",-,Apartment,1,929 yrs lease commencing from 1953,09,Core Central Region,01 to 05
PARK PLACE RESIDENCES AT PLQ,"1,565,000",667.37,"2,345",Jun-22,PAYA LEBAR ROAD,Sub Sale,Strata,62,"25,242",-,Apartment,1,99 yrs lease commencing from 2015,14,Rest of Central Region,06 to 10
NORTH PARK RESIDENCES,"1,360,000",914.94,"1,486",Jun-22,YISHUN CENTRAL 1,Resale,Strata,85,"16,000",-,Apartment,1,99 yrs lease commencing from 2015,27,Outside Central Region,11 to 15
JEWEL @ BUANGKOK,"1,300,000",871.88,"1,491",Jun-22,COMPASSVALE BOW,Resale,Strata,81,"16,049",-,Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,06 to 10
CHANGI GREEN,"1,108,000","1,001.05","1,107",Jun-22,UPPER CHANGI ROAD EAST,Resale,Strata,93,"11,914",-,Condominium,1,Freehold,16,Outside Central Region,01 to 05
GRANDEUR PARK RESIDENCES,"1,368,888",882.65,"1,551",Jun-22,BEDOK SOUTH AVENUE 3,Resale,Strata,82,"16,694",-,Condominium,1,99 yrs lease commencing from 2016,16,Outside Central Region,01 to 05
SKIES MILTONIA,"1,288,888","1,184.04","1,089",Jun-22,MILTONIA CLOSE,Resale,Strata,110,"11,717",-,Condominium,1,99 yrs lease commencing from 2012,27,Outside Central Region,11 to 15
THE GREENWICH,"1,015,000",882.65,"1,150",Jun-22,SELETAR ROAD,Resale,Strata,82,"12,378",-,Condominium,1,99 yrs lease commencing from 2009,28,Outside Central Region,01 to 05
SOMMERVILLE PARK,"2,128,000","1,065.64","1,997",Jun-22,FARRER DRIVE,Resale,Strata,99,"21,495",-,Condominium,1,Freehold,10,Core Central Region,06 to 10
BOTANIQUE AT BARTLEY,"840,000",495.14,"1,696",Jun-22,UPPER PAYA LEBAR ROAD,Resale,Strata,46,"18,261",-,Condominium,1,99 yrs lease commencing from 2014,19,Outside Central Region,11 to 15
AQUARIUS BY THE PARK,"1,330,000","1,323.97","1,005",Jun-22,BEDOK RESERVOIR VIEW,Resale,Strata,123,"10,813",-,Condominium,1,99 yrs lease commencing from 1996,16,Outside Central Region,01 to 05
LAKEVILLE,"1,142,000",731.95,"1,560",Jun-22,JURONG LAKE LINK,Resale,Strata,68,"16,794",-,Condominium,1,99 yrs lease commencing from 2013,22,Outside Central Region,06 to 10
LANDBAY CONDOMINIUM,"1,960,000","1,194.8","1,640",Jun-22,JALAN HAJIJAH,Resale,Strata,111,"17,658",-,Condominium,1,Freehold,16,Outside Central Region,01 to 05
PICCADILLY GRAND,"2,374,000","1,076.4","2,205",Jun-22,NORTHUMBERLAND ROAD,New Sale,Strata,100,"23,740",-,Apartment,1,99 yrs lease commencing from 2021,08,Rest of Central Region,21 to 25
SKY VUE,"1,545,000",796.54,"1,940",Jun-22,BISHAN STREET 15,Resale,Strata,74,"20,878",-,Condominium,1,99 yrs lease commencing from 2013,20,Rest of Central Region,31 to 35
CANNINGHILL PIERS,"2,383,200",796.54,"2,992",Jun-22,CLARKE QUAY,New Sale,Strata,74,"32,205",-,Apartment,1,99 yrs lease commencing from 2021,06,Rest of Central Region,41 to 45
BOTANIC GARDENS MANSION,"3,500,000","1,754.53","1,995",Jun-22,TAMAN SERASI,Resale,Strata,163,"21,472",-,Apartment,1,Freehold,10,Core Central Region,01 to 05
THE AVENIR,"7,028,000","2,055.92","3,418",Jun-22,RIVER VALLEY CLOSE,New Sale,Strata,191,"36,796",-,Condominium,1,Freehold,09,Core Central Region,31 to 35
KINGSFORD . HILLVIEW PEAK,"1,072,000",775.01,"1,383",Jun-22,HILLVIEW RISE,Resale,Strata,72,"14,889",-,Condominium,1,99 yrs lease commencing from 2012,23,Outside Central Region,01 to 05
THE AMBROSIA,"1,900,000","1,227.1","1,548",Jun-22,LORONG N TELOK KURAU,Resale,Strata,114,"16,667",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
THE HYDE,"2,406,000",818.06,"2,941",Jun-22,BALMORAL ROAD,New Sale,Strata,76,"31,658",-,Condominium,1,Freehold,10,Core Central Region,01 to 05
AVENUE SOUTH RESIDENCE,"1,372,000",527.44,"2,601",Jun-22,SILAT AVENUE,New Sale,Strata,49,"28,000",-,Apartment,1,99 yrs lease commencing from 2018,03,Rest of Central Region,51 to 55
MAYFAIR GARDENS,"1,613,575",753.48,"2,141",Jun-22,RIFLE RANGE ROAD,New Sale,Strata,70,"23,051",-,Condominium,1,99 yrs lease commencing from 2018,21,Rest of Central Region,01 to 05
RIVERBANK @ FERNVALE,"668,000",495.14,"1,349",Jun-22,FERNVALE CLOSE,Resale,Strata,46,"14,522",-,Condominium,1,99 yrs lease commencing from 2013,28,Outside Central Region,06 to 10
WATER PLACE,"1,933,000","1,216.33","1,589",Jun-22,TANJONG RHU ROAD,Resale,Strata,113,"17,106",-,Condominium,1,99 yrs lease commencing from 1998,15,Rest of Central Region,11 to 15
DOUBLE BAY RESIDENCES,"1,230,000","1,001.05","1,229",Jun-22,SIMEI STREET 4,Resale,Strata,93,"13,226",-,Condominium,1,99 yrs lease commencing from 2008,18,Outside Central Region,06 to 10
THE GLADES,"1,580,000","1,044.11","1,513",Jun-22,BEDOK RISE,Resale,Strata,97,"16,289",-,Condominium,1,99 yrs lease commencing from 2013,16,Outside Central Region,06 to 10
WATERFORD RESIDENCE,"2,680,000","1,420.85","1,886",Jun-22,KIM YAM ROAD,Resale,Strata,132,"20,303",-,Apartment,1,999 yrs lease commencing from 1841,09,Core Central Region,01 to 05
THE WOODLEIGH RESIDENCES,"2,517,000","1,119.46","2,248",Jun-22,BIDADARI PARK DRIVE,New Sale,Strata,104,"24,202",-,Apartment,1,99 yrs lease commencing from 2017,13,Rest of Central Region,01 to 05
CASABLANCA,"1,130,000","1,184.04",954,Jun-22,ROSEWOOD DRIVE,Resale,Strata,110,"10,273",-,Condominium,1,99 yrs lease commencing from 2001,25,Outside Central Region,11 to 15
BELLE VUE RESIDENCES,"4,450,000","2,152.8","2,067",Jun-22,OXLEY WALK,Resale,Strata,200,"22,250",-,Condominium,1,Freehold,09,Core Central Region,01 to 05
RIS GRANDEUR,"1,450,000","1,291.68","1,123",Jun-22,ELIAS ROAD,Resale,Strata,120,"12,083",-,Condominium,1,Freehold,18,Outside Central Region,06 to 10
FORETT@BUKIT TIMAH,"2,094,000",979.52,"2,138",Jun-22,TOH TUCK ROAD,New Sale,Strata,91,"23,011",-,Apartment,1,Freehold,21,Rest of Central Region,01 to 05
TANGLIN REGENCY,"1,500,000",979.52,"1,531",Jun-22,TANGLIN ROAD,Resale,Strata,91,"16,484",-,Condominium,1,99 yrs lease commencing from 1994,10,Core Central Region,11 to 15
NORMANTON PARK,"2,051,000","1,087.16","1,887",Jun-22,NORMANTON PARK,New Sale,Strata,101,"20,307",-,Apartment,1,99 yrs lease commencing from 2019,05,Rest of Central Region,11 to 15
THE PEARL @ MOUNT FABER,"2,360,000","2,045.16","1,154",Jun-22,MOUNT FABER ROAD,Resale,Strata,190,"12,421",-,Condominium,1,99 yrs lease commencing from 2002,04,Rest of Central Region,01 to 05
PICCADILLY GRAND,"1,168,000",484.38,"2,411",Jun-22,NORTHUMBERLAND ROAD,New Sale,Strata,45,"25,956",-,Apartment,1,99 yrs lease commencing from 2021,08,Rest of Central Region,01 to 05
AMBER RESIDENCES,"2,800,000","1,517.72","1,845",Jun-22,AMBER ROAD,Resale,Strata,141,"19,858",-,Condominium,1,Freehold,15,Rest of Central Region,01 to 05
CAIRNHILL PLAZA,"4,650,000","2,820.17","1,649",Jun-22,CAIRNHILL ROAD,Resale,Strata,262,"17,748",-,Apartment,1,Freehold,09,Core Central Region,01 to 05
MINBU VILLA,"2,850,000","2,335.79","1,220",Jun-22,MINBU ROAD,Resale,Strata,217,"13,134",-,Apartment,1,Freehold,11,Core Central Region,06 to 10
BLEU @ EAST COAST,"1,515,000","1,065.64","1,422",Jun-22,UPPER EAST COAST ROAD,Resale,Strata,99,"15,303",-,Condominium,1,Freehold,16,Outside Central Region,01 to 05
ILLUMINAIRE ON DEVONSHIRE,"1,382,000",635.08,"2,176",Jun-22,DEVONSHIRE ROAD,Resale,Strata,59,"23,424",-,Apartment,1,Freehold,09,Core Central Region,11 to 15
MARTIA RESIDENCE,"1,450,000","1,011.82","1,433",Jun-22,MARTIA ROAD,Resale,Strata,94,"15,426",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
WATERFRONT GOLD,"1,188,000",871.88,"1,363",Jun-22,BEDOK RESERVOIR ROAD,Resale,Strata,81,"14,667",-,Condominium,1,99 yrs lease commencing from 2009,16,Outside Central Region,06 to 10
RYMDEN 77,"1,632,100",904.18,"1,805",Jun-22,LORONG H TELOK KURAU,New Sale,Strata,84,"19,430",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
CLAVON,"2,977,000","1,689.95","1,762",Jun-22,CLEMENTI AVENUE 1,New Sale,Strata,157,"18,962",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,21 to 25
TRE RESIDENCES,"1,305,000",861.12,"1,515",Jun-22,GEYLANG EAST AVENUE 1,Resale,Strata,80,"16,313",-,Condominium,1,99 yrs lease commencing from 2014,14,Rest of Central Region,01 to 05
SOPHIA HILLS,"970,000",462.85,"2,096",Jun-22,MOUNT SOPHIA,Resale,Strata,43,"22,558",-,Condominium,1,99 yrs lease commencing from 2013,09,Core Central Region,01 to 05
ST MARTIN RESIDENCE,"4,020,000","1,679.18","2,394",Jun-22,ST. MARTIN'S DRIVE,Resale,Strata,156,"25,769",-,Condominium,1,Freehold,10,Core Central Region,01 to 05
ORCHARD SCOTTS,"3,200,000","2,174.33","1,472",Jun-22,ANTHONY ROAD,Resale,Strata,202,"15,842",-,Condominium,1,99 yrs lease commencing from 2001,09,Core Central Region,01 to 05
PARC RIVIERA,"1,456,000",990.29,"1,470",Jun-22,WEST COAST VALE,Resale,Strata,92,"15,826",-,Condominium,1,99 yrs lease commencing from 2015,05,Outside Central Region,21 to 25
PARC OASIS,"1,450,000","1,388.56","1,044",Jun-22,JURONG EAST AVENUE 1,Resale,Strata,129,"11,240",-,Condominium,1,99 yrs lease commencing from 1991,22,Outside Central Region,11 to 15
DAKOTA RESIDENCES,"1,653,000","1,022.58","1,616",Jun-22,DAKOTA CRESCENT,Resale,Strata,95,"17,400",-,Condominium,1,99 yrs lease commencing from 2007,14,Rest of Central Region,01 to 05
THE BROOKS I,"1,250,000",818.06,"1,528",Jun-22,SPRINGSIDE WALK,Resale,Strata,76,"16,447",-,Apartment,1,Freehold,26,Outside Central Region,01 to 05
GEM RESIDENCES,"1,760,000","1,011.82","1,739",Jun-22,LORONG 5 TOA PAYOH,Sub Sale,Strata,94,"18,723",-,Condominium,1,99 yrs lease commencing from 2015,12,Rest of Central Region,16 to 20
CASA MERAH,"1,500,000","1,227.1","1,222",Jun-22,TANAH MERAH KECHIL AVENUE,Resale,Strata,114,"13,158",-,Apartment,1,99 yrs lease commencing from 2006,16,Outside Central Region,06 to 10
SYMPHONY SUITES,"835,000",688.9,"1,212",Jun-22,YISHUN CLOSE,Resale,Strata,64,"13,047",-,Condominium,1,99 yrs lease commencing from 2014,27,Outside Central Region,11 to 15
MIDTOWN RESIDENCES,"1,018,000",882.65,"1,153",Jun-22,UPPER SERANGOON ROAD,Resale,Strata,82,"12,415",-,Apartment,1,99 yrs lease commencing from 2013,19,Outside Central Region,11 to 15
