Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
JADESCAPE,"1,395,000",645.84,"2,160",Jan-23,SHUNFU ROAD,Sub Sale,Strata,60,"23,250",-,Condominium,1,99 yrs lease commencing from 2018,20,Rest of Central Region,06 to 10
NINE RESIDENCES,"870,000",699.66,"1,243",Jan-23,YISHUN AVENUE 9,Resale,Strata,65,"13,385",-,Apartment,1,99 yrs lease commencing from 2013,27,Outside Central Region,06 to 10
1953,"1,928,000","1,130.22","1,706",Jan-23,TESSENSOHN ROAD,New Sale,Strata,105,"18,362",-,Apartment,1,Freehold,08,Rest of Central Region,06 to 10
PARK COLONIAL,"2,680,000","1,410.08","1,901",Jan-23,WOODLEIGH LANE,Sub Sale,Strata,131,"20,458",-,Condominium,1,99 yrs lease commencing from 2017,13,Rest of Central Region,06 to 10
IVORY,"1,168,000",871.88,"1,340",Jan-23,CEYLON LANE,Resale,Strata,81,"14,420",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
CAIRNHILL 16,"3,497,300","1,291.68","2,708",Jan-23,CAIRNHILL RISE,New Sale,Strata,120,"29,144",-,Apartment,1,Freehold,09,Core Central Region,06 to 10
THE LANDMARK,"2,672,524","1,076.4","2,483",Jan-23,CHIN SWEE ROAD,New Sale,Strata,100,"26,725",-,Condominium,1,99 yrs lease commencing from 2020,03,Rest of Central Region,16 to 20
THE PANORAMA,"800,000",430.56,"1,858",Jan-23,ANG MO KIO AVENUE 2,Resale,Strata,40,"20,000",-,Condominium,1,99 yrs lease commencing from 2013,20,Outside Central Region,01 to 05
LINCOLN SUITES,"1,052,988",462.85,"2,275",Jan-23,KHIANG GUAN AVENUE,Resale,Strata,43,"24,488",-,Condominium,1,Freehold,11,Core Central Region,16 to 20
SHERWOOD TOWER,"1,380,000","1,517.72",909,Jan-23,JALAN ANAK BUKIT,Resale,Strata,141,"9,787",-,Apartment,1,99 yrs lease commencing from 1976,21,Rest of Central Region,21 to 25
THE SIENA,"1,265,000",796.54,"1,588",Jan-23,TAN KIM CHENG ROAD,Resale,Strata,74,"17,095",-,Apartment,1,99 yrs lease commencing from 2013,10,Core Central Region,01 to 05
LEEDON GREEN,"2,419,000",818.06,"2,957",Jan-23,LEEDON HEIGHTS,New Sale,Strata,76,"31,829",-,Condominium,1,Freehold,10,Core Central Region,06 to 10
PERFECT TEN,"2,533,830",785.77,"3,225",Jan-23,BUKIT TIMAH ROAD,New Sale,Strata,73,"34,710",-,Apartment,1,Freehold,10,Core Central Region,21 to 25
RIVERFRONT RESIDENCES,"803,000",516.67,"1,554",Jan-23,HOUGANG AVENUE 7,Sub Sale,Strata,48,"16,729",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,01 to 05
THE TENNERY,"805,000",613.55,"1,312",Jan-23,WOODLANDS ROAD,Resale,Strata,57,"14,123",-,Apartment,1,99 yrs lease commencing from 2010,23,Outside Central Region,11 to 15
THE COMMODORE,"1,953,000","1,270.15","1,538",Jan-23,CANBERRA DRIVE,New Sale,Strata,118,"16,551",-,Condominium,1,99 yrs lease commencing from 2020,27,Outside Central Region,01 to 05
THE FLORENCE RESIDENCES,"1,680,000","1,011.82","1,660",Jan-23,HOUGANG AVENUE 2,Sub Sale,Strata,94,"17,872",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,06 to 10
BALMORAL HILLS,"3,200,000","1,388.56","2,305",Jan-23,BALMORAL PARK,Resale,Strata,129,"24,806",-,Condominium,1,Freehold,10,Core Central Region,06 to 10
HYLL ON HOLLAND,"1,821,000",699.66,"2,603",Jan-23,HOLLAND ROAD,New Sale,Strata,65,"28,015",-,Condominium,1,Freehold,10,Core Central Region,01 to 05
ZEDGE,"1,950,000","1,302.44","1,497",Jan-23,AKYAB ROAD,Resale,Strata,121,"16,116",-,Apartment,1,Freehold,11,Core Central Region,16 to 20
RIVERBAY,"620,000",387.5,"1,600",Jan-23,MAR THOMA ROAD,Resale,Strata,36,"17,222",-,Apartment,1,999 yrs lease commencing from 1882,12,Rest of Central Region,16 to 20
KENTISH COURT,"1,330,000","1,097.93","1,211",Jan-23,OXFORD ROAD,Resale,Strata,102,"13,039",-,Apartment,1,99 yrs lease commencing from 1995,08,Rest of Central Region,01 to 05
THE TENNERY,"779,000",613.55,"1,270",Jan-23,WOODLANDS ROAD,Resale,Strata,57,"13,667",-,Apartment,1,99 yrs lease commencing from 2010,23,Outside Central Region,06 to 10
EVERITT EDGE,"880,000",645.84,"1,363",Jan-23,JOO CHIAT PLACE,Resale,Strata,60,"14,667",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
PARC ESTA,"2,150,168","1,033.34","2,081",Jan-23,SIMS AVENUE,Sub Sale,Strata,96,"22,398",-,Apartment,1,99 yrs lease commencing from 2018,14,Rest of Central Region,01 to 05
LEEDON RESIDENCE,"7,200,000","2,658.71","2,708",Jan-23,LEEDON HEIGHTS,Resale,Strata,247,"29,150",-,Condominium,1,Freehold,10,Core Central Region,06 to 10
THE GLADES,"1,440,000",861.12,"1,672",Jan-23,BEDOK RISE,Resale,Strata,80,"18,000",-,Condominium,1,99 yrs lease commencing from 2013,16,Outside Central Region,06 to 10
DAKOTA RESIDENCES,"3,200,000","1,894.46","1,689",Jan-23,DAKOTA CRESCENT,Resale,Strata,176,"18,182",-,Condominium,1,99 yrs lease commencing from 2007,14,Rest of Central Region,01 to 05
TREVOSE PARK,"3,250,000","1,657.66","1,961",Jan-23,TREVOSE CRESCENT,Resale,Strata,154,"21,104",-,Condominium,1,Freehold,11,Core Central Region,01 to 05
COMPASS HEIGHTS,"1,400,000","1,506.96",929,Jan-23,SENGKANG SQUARE,Resale,Strata,140,"10,000",-,Apartment,1,99 yrs lease commencing from 2000,19,Outside Central Region,01 to 05
MELOSA,"690,000",484.38,"1,425",Jan-23,LORONG 28 GEYLANG,Resale,Strata,45,"15,333",-,Apartment,1,Freehold,14,Rest of Central Region,01 to 05
TANGLIN PARK,"2,400,000","1,033.34","2,323",Jan-23,RIDLEY PARK,Resale,Strata,96,"25,000",-,Condominium,1,Freehold,10,Core Central Region,01 to 05
JADESCAPE,"1,390,000",645.84,"2,152",Jan-23,SHUNFU ROAD,Sub Sale,Strata,60,"23,167",-,Condominium,1,99 yrs lease commencing from 2018,20,Rest of Central Region,11 to 15
CITYLIGHTS,"2,120,000","1,313.21","1,614",Jan-23,JELLICOE ROAD,Resale,Strata,122,"17,377",-,Condominium,1,99 yrs lease commencing from 2004,08,Rest of Central Region,11 to 15
CLYDESWOOD,"1,410,000","1,151.75","1,224",Jan-23,DAISY ROAD,Resale,Strata,107,"13,178",-,Apartment,1,Freehold,13,Outside Central Region,01 to 05
SUITES@CHANGI,"601,000",409.03,"1,469",Jan-23,CHANGI ROAD,Resale,Strata,38,"15,816",-,Apartment,1,Freehold,14,Rest of Central Region,01 to 05
CASABLANCA,"1,095,000","1,130.22",969,Jan-23,ROSEWOOD DRIVE,Resale,Strata,105,"10,429",-,Condominium,1,99 yrs lease commencing from 2001,25,Outside Central Region,01 to 05
REGENT GROVE,"1,040,000","1,162.51",895,Jan-23,CHOA CHU KANG NORTH 7,Resale,Strata,108,"9,630",-,Condominium,1,99 yrs lease commencing from 1997,23,Outside Central Region,01 to 05
SKYLINE RESIDENCES,"1,968,888",828.83,"2,376",Jan-23,TELOK BLANGAH ROAD,Resale,Strata,77,"25,570",-,Condominium,1,Freehold,04,Rest of Central Region,21 to 25
D'LEEDON,"2,330,000","1,205.57","1,933",Jan-23,LEEDON HEIGHTS,Resale,Strata,112,"20,804",-,Condominium,1,99 yrs lease commencing from 2010,10,Core Central Region,31 to 35
THE ESTUARY,"1,380,000","1,184.04","1,166",Jan-23,YISHUN AVENUE 1,Resale,Strata,110,"12,545",-,Condominium,1,99 yrs lease commencing from 2008,27,Outside Central Region,06 to 10
TANGLIN VIEW,"1,870,000","1,151.75","1,624",Jan-23,PRINCE CHARLES CRESCENT,Resale,Strata,107,"17,477",-,Condominium,1,99 yrs lease commencing from 1997,03,Rest of Central Region,06 to 10
RIVERTREES RESIDENCES,"1,900,000","1,356.26","1,401",Jan-23,FERNVALE CLOSE,Resale,Strata,126,"15,079",-,Apartment,1,99 yrs lease commencing from 2013,28,Outside Central Region,16 to 20
CONCOURSE SKYLINE,"1,480,000",882.65,"1,677",Jan-23,BEACH ROAD,Resale,Strata,82,"18,049",-,Apartment,1,99 yrs lease commencing from 2008,07,Core Central Region,21 to 25
THE GLADES,"1,630,000",990.29,"1,646",Jan-23,BEDOK RISE,Resale,Strata,92,"17,717",-,Condominium,1,99 yrs lease commencing from 2013,16,Outside Central Region,06 to 10
TANJONG RIA CONDOMINIUM,"1,820,000","1,280.92","1,421",Jan-23,TANJONG RHU ROAD,Resale,Strata,119,"15,294",-,Condominium,1,99 yrs lease commencing from 1993,15,Rest of Central Region,01 to 05
TREE HOUSE,"1,598,000","1,162.51","1,375",Jan-23,CHESTNUT AVENUE,Resale,Strata,108,"14,796",-,Condominium,1,99 yrs lease commencing from 2009,23,Outside Central Region,06 to 10
PARC ESTA,"1,100,000",516.67,"2,129",Jan-23,SIMS AVENUE,Sub Sale,Strata,48,"22,917",-,Apartment,1,99 yrs lease commencing from 2018,14,Rest of Central Region,06 to 10
EIGHT COURTYARDS,"625,000",452.09,"1,382",Jan-23,CANBERRA DRIVE,Resale,Strata,42,"14,881",-,Condominium,1,99 yrs lease commencing from 2010,27,Outside Central Region,11 to 15
EASTPOINT GREEN,"1,338,000","1,130.22","1,184",Jan-23,SIMEI STREET 3,Resale,Strata,105,"12,743",-,Condominium,1,99 yrs lease commencing from 1996,18,Outside Central Region,06 to 10
KOVAN REGENCY,"1,675,000",979.52,"1,710",Jan-23,KOVAN RISE,Resale,Strata,91,"18,407",-,Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,11 to 15
THE WARREN,"1,243,750","1,259.39",988,Jan-23,CHOA CHU KANG LOOP,Resale,Strata,117,"10,630",-,Condominium,1,99 yrs lease commencing from 2001,23,Outside Central Region,01 to 05
TROPICAL SPRING,"1,150,000","1,076.4","1,068",Jan-23,SIMEI STREET 4,Resale,Strata,100,"11,500",-,Condominium,1,99 yrs lease commencing from 1997,18,Outside Central Region,06 to 10
THE CRISTALLO,"1,238,000",785.77,"1,576",Jan-23,LORONG K TELOK KURAU,Resale,Strata,73,"16,959",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
THE INFLORA,"650,000",462.85,"1,404",Jan-23,FLORA DRIVE,Resale,Strata,43,"15,116",-,Condominium,1,99 yrs lease commencing from 2012,17,Outside Central Region,06 to 10
QUEENS,"1,700,000","1,184.04","1,436",Jan-23,STIRLING ROAD,Resale,Strata,110,"15,455",-,Condominium,1,99 yrs lease commencing from 1998,03,Rest of Central Region,16 to 20
ONE HOLLAND VILLAGE RESIDENCES,"2,275,000",828.83,"2,745",Jan-23,HOLLAND VILLAGE WAY,New Sale,Strata,77,"29,545",-,Apartment,1,99 yrs lease commencing from 2018,10,Core Central Region,21 to 25
ONE PEARL BANK,"3,342,000","1,280.92","2,609",Jan-23,PEARL BANK,New Sale,Strata,119,"28,084",-,Apartment,1,99 yrs lease commencing from 2019,03,Rest of Central Region,26 to 30
THE GAZANIA,"1,538,000",656.6,"2,342",Jan-23,HOW SUN DRIVE,New Sale,Strata,61,"25,213",-,Condominium,1,Freehold,19,Outside Central Region,01 to 05
RIVIERE,"2,678,000",818.06,"3,274",Jan-23,JIAK KIM STREET,New Sale,Strata,76,"35,237",-,Apartment,1,99 yrs lease commencing from 2018,03,Rest of Central Region,36 to 40
LEEDON GREEN,"1,598,000",538.2,"2,969",Jan-23,LEEDON HEIGHTS,New Sale,Strata,50,"31,960",-,Condominium,1,Freehold,10,Core Central Region,06 to 10
RIVIERE,"3,238,000","1,173.28","2,760",Jan-23,JIAK KIM STREET,New Sale,Strata,109,"29,706",-,Apartment,1,99 yrs lease commencing from 2018,03,Rest of Central Region,26 to 30
ONE HOLLAND VILLAGE RESIDENCES,"2,526,224",796.54,"3,172",Jan-23,HOLLAND VILLAGE WAY,New Sale,Strata,74,"34,138",-,Apartment,1,99 yrs lease commencing from 2018,10,Core Central Region,31 to 35
PICCADILLY GRAND,"3,684,000","2,045.16","1,801",Jan-23,NORTHUMBERLAND ROAD,New Sale,Strata,190,"19,389",-,Apartment,1,99 yrs lease commencing from 2021,08,Rest of Central Region,21 to 25
PEAK RESIDENCE,"3,759,653","1,388.56","2,708",Jan-23,THOMSON ROAD,New Sale,Strata,129,"29,145",-,Condominium,1,Freehold,11,Core Central Region,01 to 05
KLIMT CAIRNHILL,"7,700,000","2,055.92","3,745",Jan-23,CAIRNHILL ROAD,New Sale,Strata,191,"40,314",-,Apartment,1,Freehold,09,Core Central Region,26 to 30
EASTWOOD GREEN,"1,180,000","1,011.82","1,166",Jan-23,EASTWOOD ROAD,Resale,Strata,94,"12,553",-,Condominium,1,99 yrs lease commencing from 1995,16,Outside Central Region,01 to 05
WHISTLER GRAND,"2,300,000","1,280.92","1,796",Jan-23,WEST COAST VALE,Sub Sale,Strata,119,"19,328",-,Apartment,1,99 yrs lease commencing from 2018,05,Outside Central Region,26 to 30
SYMPHONY SUITES,"1,280,000","1,022.58","1,252",Jan-23,YISHUN CLOSE,Resale,Strata,95,"13,474",-,Condominium,1,99 yrs lease commencing from 2014,27,Outside Central Region,11 to 15
D'LEEDON,"1,180,000",635.08,"1,858",Jan-23,LEEDON HEIGHTS,Resale,Strata,59,"20,000",-,Condominium,1,99 yrs lease commencing from 2010,10,Core Central Region,11 to 15
THE MINTON,"1,800,000","1,216.33","1,480",Jan-23,HOUGANG STREET 11,Resale,Strata,113,"15,929",-,Condominium,1,99 yrs lease commencing from 2007,19,Outside Central Region,06 to 10
GUILIN VIEW,"1,300,000","1,259.39","1,032",Jan-23,BUKIT BATOK STREET 52,Resale,Strata,117,"11,111",-,Condominium,1,99 yrs lease commencing from 1996,23,Outside Central Region,26 to 30
VISTA RESIDENCES,"2,220,000","1,194.8","1,858",Jan-23,JALAN DATOH,Resale,Strata,111,"20,000",-,Condominium,1,Freehold,12,Rest of Central Region,06 to 10
HAUS ON HANDY,"2,631,000",947.23,"2,778",Jan-23,HANDY ROAD,New Sale,Strata,88,"29,898",-,Condominium,1,99 yrs lease commencing from 2018,09,Core Central Region,06 to 10
ALEX RESIDENCES,"1,820,000",925.7,"1,966",Jan-23,ALEXANDRA VIEW,Resale,Strata,86,"21,163",-,Apartment,1,99 yrs lease commencing from 2013,03,Rest of Central Region,11 to 15
THREE BALMORAL,"1,310,000",613.55,"2,135",Jan-23,BALMORAL ROAD,Resale,Strata,57,"22,982",-,Apartment,1,Freehold,10,Core Central Region,06 to 10
RIVIERE,"4,585,000","1,506.96","3,043",Jan-23,JIAK KIM STREET,New Sale,Strata,140,"32,750",-,Apartment,1,99 yrs lease commencing from 2018,03,Rest of Central Region,26 to 30
MARINA BAY SUITES,"3,280,000","1,625.36","2,018",Jan-23,CENTRAL BOULEVARD,Resale,Strata,151,"21,722",-,Condominium,1,99 yrs lease commencing from 2007,01,Core Central Region,31 to 35
ARDMORE THREE,"6,950,000","1,743.77","3,986",Jan-23,ARDMORE PARK,Resale,Strata,162,"42,901",-,Condominium,1,Freehold,10,Core Central Region,31 to 35
THE MARBELLA,"3,450,000","1,625.36","2,123",Jan-23,MOUNT SINAI RISE,Resale,Strata,151,"22,848",-,Condominium,1,Freehold,10,Core Central Region,06 to 10
PATERSON SUITES,"4,500,000","1,679.18","2,680",Jan-23,PATERSON ROAD,Resale,Strata,156,"28,846",-,Condominium,1,Freehold,09,Core Central Region,01 to 05
THE CLEARWATER,"1,620,000","1,377.79","1,176",Jan-23,BEDOK RESERVOIR VIEW,Resale,Strata,128,"12,656",-,Condominium,1,99 yrs lease commencing from 1997,16,Outside Central Region,06 to 10
THE WATER EDGE,"650,000",387.5,"1,677",Jan-23,LORONG 38 GEYLANG,Resale,Strata,36,"18,056",-,Apartment,1,Freehold,14,Rest of Central Region,01 to 05
PARC ESTA,"1,860,000","1,022.58","1,819",Jan-23,SIMS AVENUE,Sub Sale,Strata,95,"19,579",-,Apartment,1,99 yrs lease commencing from 2018,14,Rest of Central Region,01 to 05
NATURA@HILLVIEW,"910,000",656.6,"1,386",Jan-23,HILLVIEW TERRACE,Resale,Strata,61,"14,918",-,Apartment,1,Freehold,23,Outside Central Region,01 to 05
NEEM TREE,"1,258,000",710.42,"1,771",Jan-23,JALAN KEMAMAN,Resale,Strata,66,"19,061",-,Apartment,1,Freehold,12,Rest of Central Region,11 to 15
VACANZA @ EAST,"1,458,500","1,022.58","1,426",Jan-23,LENGKONG TUJOH,Resale,Strata,95,"15,353",-,Condominium,1,Freehold,14,Outside Central Region,01 to 05
EASTPOINT GREEN,"1,250,000","1,130.22","1,106",Jan-23,SIMEI STREET 3,Resale,Strata,105,"11,905",-,Condominium,1,99 yrs lease commencing from 1996,18,Outside Central Region,01 to 05
PALM ISLES,"645,000",516.67,"1,248",Jan-23,FLORA DRIVE,Resale,Strata,48,"13,438",-,Condominium,1,99 yrs lease commencing from 2011,17,Outside Central Region,01 to 05
OPTIMA @ TANAH MERAH,"710,000",505.91,"1,403",Jan-23,TANAH MERAH KECHIL AVENUE,Resale,Strata,47,"15,106",-,Condominium,1,99 yrs lease commencing from 2008,16,Outside Central Region,01 to 05
THE PETALS,"1,750,000","1,302.44","1,344",Jan-23,HILLVIEW AVENUE,Resale,Strata,121,"14,463",-,Condominium,1,Freehold,23,Outside Central Region,01 to 05
VISIONCREST,"2,200,000",990.29,"2,222",Jan-23,OXLEY RISE,Resale,Strata,92,"23,913",-,Apartment,1,Freehold,09,Core Central Region,11 to 15
THE VENUE RESIDENCES,"1,750,000","1,162.51","1,505",Jan-23,TAI THONG CRESCENT,Resale,Strata,108,"16,204",-,Apartment,1,99 yrs lease commencing from 2012,13,Rest of Central Region,01 to 05
D'LEEDON,"1,225,000",635.08,"1,929",Jan-23,LEEDON HEIGHTS,Resale,Strata,59,"20,763",-,Condominium,1,99 yrs lease commencing from 2010,10,Core Central Region,26 to 30
PINETREE CONDOMINIUM,"2,100,000","1,227.1","1,711",Jan-23,BALMORAL PARK,Resale,Strata,114,"18,421",-,Condominium,1,Freehold,10,Core Central Region,01 to 05
QUBE SUITES,"650,000",419.8,"1,548",Jan-23,JALAN PUNAI,Resale,Strata,39,"16,667",-,Apartment,1,Freehold,14,Outside Central Region,01 to 05
AQUARIUS BY THE PARK,"1,340,000","1,227.1","1,092",Jan-23,BEDOK RESERVOIR VIEW,Resale,Strata,114,"11,754",-,Condominium,1,99 yrs lease commencing from 1996,16,Outside Central Region,06 to 10
THE TRE VER,"2,228,000","1,108.69","2,010",Jan-23,POTONG PASIR AVENUE 1,Sub Sale,Strata,103,"21,631",-,Condominium,1,99 yrs lease commencing from 2018,13,Rest of Central Region,16 to 20
URBAN LOFTS,"810,000",559.73,"1,447",Jan-23,RANGOON ROAD,Resale,Strata,52,"15,577",-,Apartment,1,Freehold,08,Rest of Central Region,01 to 05
SOPHIA HILLS,"1,021,021",462.85,"2,206",Jan-23,MOUNT SOPHIA,Resale,Strata,43,"23,745",-,Condominium,1,99 yrs lease commencing from 2013,09,Core Central Region,01 to 05
THE INFLORA,"1,260,000","1,033.34","1,219",Jan-23,FLORA DRIVE,Resale,Strata,96,"13,125",-,Condominium,1,99 yrs lease commencing from 2012,17,Outside Central Region,01 to 05
THE VISION,"1,380,000",904.18,"1,526",Jan-23,WEST COAST CRESCENT,Resale,Strata,84,"16,429",-,Condominium,1,99 yrs lease commencing from 2008,05,Outside Central Region,16 to 20
REFLECTIONS AT KEPPEL BAY,"2,130,000","1,227.1","1,736",Jan-23,KEPPEL BAY VIEW,Resale,Strata,114,"18,684",-,Condominium,1,99 yrs lease commencing from 2006,04,Rest of Central Region,06 to 10
